Index,Variant,"Region, subregion, country or area *",Notes,Country code,Type,Parent code,Reference date (as of 1 July),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
18093,Estimates,United States of America,29,840,Country/Area,918,2008,4344.23,4223.23,4131.90,4223.11,4137.43,4076.68,4038.81,4021.74,4020.11,4028.59,4061.53,4123.47,4202.46,4283.81,4372.54,4431.10,4439.92,4414.96,4392.70,4367.06,4336.40,4303.96,4269.24,4230.57,4190.73,4146.23,4095.99,4044.15,3995.33,3947.91,3916.03,3907.00,3914.96,3926.31,3943.22,3967.13,3997.20,4033.22,4071.86,4109.08,4161.59,4235.82,4320.95,4399.49,4474.66,4527.47,4546.56,4539.15,4526.01,4505.66,4461.99,4389.92,4296.55,4192.84,4075.13,3960.44,3857.87,3759.31,3652.38,3545.33,3410.21,3233.73,3032.79,2836.24,2636.72,2463.68,2334.23,2234.76,2134.34,2038.86,1947.82,1857.77,1770.59,1689.25,1610.38,1543.00,1490.98,1447.87,1404.66,1364.77,1309.60,1229.49,1133.12,1039.94,947.42,854.34,762.50,672.57,577.69,495.52,428.03,353.38,271.84,206.21,167.66,139.59,106.86,69.47,49.55,28.41,49.19
18094,Estimates,United States of America,29,840,Country/Area,918,2009,4279.51,4216.54,4166.32,4128.09,4184.17,4136.57,4102.87,4082.50,4074.90,4075.13,4078.26,4105.65,4165.52,4244.17,4321.52,4403.84,4456.48,4460.85,4432.47,4406.38,4376.71,4343.16,4309.45,4274.68,4236.02,4196.21,4152.81,4105.07,4056.49,4010.94,3967.07,3937.22,3927.76,3933.66,3943.12,3957.97,3979.84,4008.17,4042.62,4079.51,4114.89,4165.61,4238.15,4321.70,4398.64,4472.10,4523.89,4543.00,4536.22,4523.62,4503.93,4460.11,4386.58,4290.89,4185.00,4065.09,3948.31,3843.93,3743.77,3635.08,3526.08,3389.52,3212.35,3011.15,2814.20,2614.35,2440.25,2308.56,2206.09,2102.73,2004.19,1910.24,1817.65,1728.14,1644.34,1562.97,1493.00,1438.25,1392.32,1346.51,1304.36,1246.56,1163.17,1063.34,967.21,872.08,777.64,686.19,598.03,503.21,425.03,365.58,295.24,214.14,156.57,129.46,106.43,79.91,49.89,29.22,50.75
18095,Estimates,United States of America,29,840,Country/Area,918,2010,4199.65,4190.30,4179.03,4166.77,4154.48,4143.13,4133.65,4127.00,4124.15,4126.03,4128.12,4125.89,4147.71,4205.50,4283.75,4357.07,4432.94,4479.64,4479.55,4447.76,4417.86,4384.18,4347.76,4312.79,4277.97,4239.34,4199.58,4157.31,4112.08,4066.81,4024.54,3984.24,3956.44,3946.56,3950.39,3957.94,3970.73,3990.55,4017.13,4050.00,4085.11,4118.64,4167.55,4238.34,4320.27,4395.59,4467.30,4518.04,4537.16,4531.02,4518.94,4499.93,4455.99,4381.03,4283.06,4175.05,4053.00,3934.18,3828.04,3726.32,3615.94,3505.06,3367.11,3189.35,2987.97,2790.72,2590.65,2415.57,2281.72,2176.30,2070.05,1968.50,1871.68,1776.60,1684.80,1598.59,1514.76,1442.23,1384.77,1336.06,1287.66,1243.27,1182.86,1096.24,992.99,893.95,796.27,700.52,609.50,523.17,428.45,354.30,302.93,236.93,156.32,106.85,91.19,73.21,52.91,30.28,52.39
18096,Estimates,United States of America,29,840,Country/Area,918,2011,4107.47,4199.05,4195.12,4186.82,4175.61,4162.99,4149.74,4136.66,4128.65,4128.58,4135.85,4142.39,4144.22,4170.08,4231.67,4313.43,4390.19,4469.50,4518.38,4518.65,4485.91,4454.92,4419.86,4381.80,4345.12,4308.49,4267.77,4225.70,4181.22,4134.03,4086.98,4042.84,4000.64,3971.03,3959.51,3961.81,3967.81,3979.05,3997.34,4022.40,4053.75,4087.32,4119.32,4166.53,4235.42,4315.29,4388.56,4458.22,4506.87,4523.86,4515.56,4501.35,4480.18,4434.24,4357.48,4257.88,4148.26,4024.69,3904.31,3796.52,3693.12,3581.12,3468.59,3329.30,3150.68,2948.71,2750.82,2550.10,2374.14,2239.00,2131.99,2024.12,1920.85,1822.23,1725.26,1631.49,1543.34,1457.85,1382.85,1321.69,1268.67,1216.44,1168.50,1105.74,1018.53,916.11,816.10,721.75,633.66,545.83,458.24,371.07,307.95,262.21,203.93,133.11,95.82,76.98,55.58,31.65,54.14
18097,Estimates,United States of America,29,840,Country/Area,918,2012,4001.13,4084.65,4198.58,4200.08,4194.75,4184.60,4171.63,4156.49,4139.80,4130.43,4133.14,4145.81,4156.80,4162.69,4192.59,4258.00,4343.26,4423.47,4506.24,4557.30,4557.92,4524.24,4492.16,4455.72,4416.02,4377.62,4339.17,4296.36,4251.96,4205.27,4156.13,4107.29,4061.29,4017.16,3985.76,3972.59,3973.35,3977.81,3987.50,4004.26,4027.81,4057.62,4089.65,4120.12,4165.65,4232.64,4310.45,4381.67,4449.28,4495.83,4510.68,4500.23,4483.87,4460.55,4412.60,4334.05,4232.80,4121.58,3996.48,3874.53,3765.08,3660.00,3546.37,3432.18,3291.56,3112.06,2909.51,2710.96,2509.60,2332.74,2196.30,2087.71,1978.21,1873.22,1772.79,1673.94,1578.18,1488.09,1400.92,1323.45,1258.58,1201.25,1145.19,1093.69,1028.57,940.78,839.18,738.21,647.17,566.75,482.12,393.26,313.64,261.56,221.46,170.90,109.88,81.59,58.88,33.29,56.01
18098,Estimates,United States of America,29,840,Country/Area,918,2013,3895.88,4015.13,4103.62,4197.25,4204.17,4201.82,4192.72,4179.42,4162.38,4142.09,4131.36,4136.85,4154.92,4170.36,4180.31,4214.26,4283.46,4372.22,4455.86,4542.06,4595.30,4596.27,4561.64,4528.48,4490.66,4449.34,4409.23,4368.96,4324.07,4277.36,4228.46,4177.37,4126.75,4078.89,4032.86,3999.66,3984.85,3984.08,3986.99,3995.13,4010.35,4032.37,4060.66,4091.14,4120.07,4163.91,4228.97,4304.71,4373.86,4439.41,4483.85,4496.56,4483.96,4465.46,4439.99,4390.03,4309.70,4206.83,4094.02,3967.41,3843.93,3732.83,3626.10,3510.86,3395.04,3253.10,3072.78,2869.67,2670.51,2468.54,2290.83,2153.12,2042.96,1931.86,1825.17,1722.94,1622.23,1524.50,1432.50,1343.67,1263.73,1195.17,1133.54,1073.65,1018.61,951.14,862.78,762.03,660.11,572.41,499.68,418.26,328.16,256.12,215.08,180.63,137.81,86.61,62.72,35.23,58.27
18099,Estimates,United States of America,29,840,Country/Area,918,2014,3811.81,3951.88,4058.27,4134.91,4194.35,4206.69,4207.32,4199.28,4185.65,4166.73,4142.83,4130.75,4139.03,4162.49,4182.37,4196.38,4234.35,4307.32,4399.54,4486.58,4576.19,4631.59,4632.90,4597.35,4563.12,4523.94,4481.00,4439.19,4397.13,4350.16,4301.16,4250.07,4197.05,4144.68,4094.98,4047.06,4012.07,3995.63,3993.32,3994.68,4001.26,4014.94,4035.43,4062.18,4091.10,4118.48,4160.61,4223.73,4297.36,4364.43,4427.88,4470.20,4480.76,4466.01,4445.38,4417.77,4365.83,4283.75,4179.29,4064.94,3936.87,3811.89,3699.20,3590.84,3474.04,3356.63,3213.44,3032.34,2828.77,2629.07,2426.56,2248.06,2109.13,1997.45,1884.79,1776.45,1672.46,1569.92,1470.26,1376.38,1285.92,1203.55,1131.32,1065.41,1001.72,943.15,873.37,784.46,684.59,581.77,497.45,432.42,354.26,262.95,198.51,168.53,139.75,104.67,63.31,37.47,61.24
18100,Estimates,United States of America,29,840,Country/Area,918,2015,3763.05,3905.36,4015.59,4097.32,4154.15,4189.65,4207.41,4211.01,4204.04,4190.08,4169.28,4141.80,4128.37,4139.42,4168.26,4192.57,4210.62,4252.61,4329.32,4424.95,4515.35,4608.32,4665.85,4667.52,4631.05,4595.77,4555.24,4510.71,4467.22,4423.38,4374.37,4323.10,4269.84,4214.92,4160.82,4109.30,4059.51,4022.75,4004.68,4000.84,4000.65,4005.67,4017.81,4036.76,4061.95,4089.31,4115.13,4155.53,4216.68,4288.18,4353.13,4414.47,4454.65,4463.06,4446.17,4423.41,4393.67,4339.77,4255.98,4149.99,4034.14,3904.67,3778.25,3664.01,3554.08,3435.76,3316.83,3172.44,2990.65,2786.69,2586.53,2383.58,2204.37,2064.29,1951.13,1836.96,1727.00,1621.31,1516.98,1415.44,1319.71,1227.67,1142.91,1067.04,996.88,929.42,867.36,795.29,705.88,606.94,503.25,422.34,365.05,290.16,197.68,140.86,121.95,98.84,71.52,40.00,65.16
18101,Estimates,United States of America,29,840,Country/Area,918,2016,3764.43,3801.20,3921.20,4017.09,4091.25,4146.05,4184.91,4211.26,4222.16,4217.85,4203.89,4185.62,4162.01,4152.43,4167.14,4199.35,4226.96,4248.32,4292.35,4369.29,4463.85,4553.06,4644.54,4700.36,4700.25,4661.92,4624.53,4581.67,4534.92,4489.45,4443.80,4392.92,4339.74,4284.73,4228.25,4172.74,4119.81,4068.63,4030.53,4011.17,4006.07,4004.60,4008.32,4019.06,4036.50,4060.07,4085.76,4109.88,4148.36,4207.29,4276.36,4338.85,4397.73,4435.39,4441.24,4421.79,4396.45,4364.11,4307.84,4222.07,4114.34,3996.78,3865.72,3737.51,3621.14,3508.89,3388.35,3267.16,3120.95,2938.01,2733.31,2532.36,2328.69,2148.44,2006.79,1891.70,1775.75,1664.11,1556.64,1450.43,1346.98,1249.65,1156.44,1070.40,992.95,921.32,851.83,791.99,722.75,635.24,535.70,439.49,370.22,318.64,251.73,169.50,129.74,105.42,76.48,42.91,70.25
18102,Estimates,United States of America,29,840,Country/Area,918,2017,3802.22,3886.03,3836.64,3934.21,4015.68,4082.20,4134.92,4177.11,4212.05,4230.26,4228.62,4214.67,4198.94,4179.21,4173.51,4191.86,4227.42,4258.32,4282.97,4329.03,4406.13,4499.55,4587.50,4677.43,4731.48,4729.60,4689.44,4649.96,4604.80,4555.85,4508.44,4461.01,4408.29,4353.25,4296.52,4238.53,4181.64,4127.34,4074.80,4035.38,4014.76,4008.40,4005.65,4008.05,4017.40,4033.31,4055.24,4079.24,4101.63,4138.16,4194.82,4261.41,4321.41,4377.77,4412.88,4416.17,4394.17,4366.28,4331.34,4272.75,4185.06,4075.68,3956.49,3823.92,3694.01,3575.59,3461.10,3338.43,3215.07,3067.15,2883.19,2677.89,2476.29,2272.05,2090.90,1947.77,1830.84,1713.18,1599.94,1490.77,1382.74,1277.47,1178.61,1084.30,997.04,918.06,845.00,773.54,715.97,649.61,564.06,463.99,375.34,317.78,271.94,213.08,141.17,112.18,81.64,46.07,76.24
18103,Estimates,United States of America,29,840,Country/Area,918,2018,3864.29,3898.59,3933.11,3870.21,3945.32,4012.33,4071.18,4121.80,4167.30,4210.81,4236.31,4237.34,4223.40,4210.23,4194.39,4192.56,4214.55,4253.44,4287.62,4315.56,4363.61,4440.84,4533.09,4619.73,4708.05,4760.32,4756.66,4714.70,4673.14,4625.71,4574.59,4525.25,4476.07,4421.54,4364.66,4306.23,4246.76,4188.53,4132.89,4079.00,4038.29,4016.41,4008.80,4004.77,4005.85,4013.79,4028.18,4048.45,4070.75,4091.41,4125.96,4180.33,4244.40,4301.88,4355.70,4388.25,4388.97,4364.43,4334.00,4296.48,4235.60,4146.03,4035.05,3914.29,3780.28,3648.74,3528.32,3411.66,3286.91,3161.44,3011.87,2826.98,2621.18,2419.04,2214.32,2032.36,1887.82,1769.11,1649.80,1535.00,1424.18,1314.39,1207.35,1107.00,1011.64,923.20,842.73,768.28,694.88,639.61,576.17,492.61,392.07,311.01,265.19,225.12,174.32,112.78,86.85,49.39,82.91
18104,Estimates,United States of America,29,840,Country/Area,918,2019,3931.97,3919.50,3919.46,3930.16,3903.01,3955.64,4008.19,4059.36,4107.87,4156.68,4208.74,4241.52,4245.22,4231.31,4220.68,4208.74,4210.78,4236.40,4278.62,4316.06,4347.27,4397.31,4474.66,4565.70,4651.03,4737.73,4788.21,4782.77,4739.00,4695.39,4645.69,4592.42,4541.17,4490.24,4433.91,4375.20,4315.10,4254.15,4194.59,4137.61,4082.41,4040.41,4017.26,4008.40,4003.09,4002.87,4009.40,4022.26,4040.87,4061.47,4080.38,4112.96,4165.03,4226.57,4281.52,4332.80,4362.77,4360.92,4333.85,4300.88,4260.81,4197.64,4106.21,3993.65,3871.35,3735.93,3602.79,3480.39,3361.57,3234.77,3107.23,2956.04,2770.25,2564.00,2361.34,2156.20,1973.45,1827.54,1707.06,1586.13,1469.80,1357.37,1245.84,1137.04,1035.22,938.83,849.23,767.29,691.46,616.13,563.17,502.66,421.12,320.11,246.67,212.58,178.29,135.55,84.37,52.73,89.95
18105,Estimates,United States of America,29,840,Country/Area,918,2020,3990.82,3943.85,3917.33,3908.74,3915.59,3935.35,3965.53,4003.63,4047.12,4093.52,4145.62,4206.22,4246.27,4252.64,4238.74,4230.67,4222.62,4228.53,4257.78,4303.31,4344.00,4378.49,4430.50,4507.96,4597.79,4681.79,4766.87,4815.55,4808.34,4762.78,4717.11,4665.16,4609.73,4556.57,4503.91,4445.79,4385.26,4323.49,4261.07,4200.19,4141.89,4085.36,4042.08,4017.69,4007.58,4000.99,3999.46,4004.59,4015.90,4032.86,4051.75,4068.93,4099.53,4149.29,4208.30,4260.72,4309.44,4336.84,4332.43,4302.84,4267.34,4224.70,4159.26,4065.98,3951.86,3828.03,3691.22,3556.48,3432.13,3311.17,3182.33,3052.72,2899.94,2713.27,2506.59,2303.45,2097.89,1914.39,1767.11,1644.89,1522.35,1404.51,1290.46,1177.21,1066.67,963.40,865.99,775.24,691.84,614.64,537.39,486.74,429.17,349.65,248.19,182.36,160.00,131.48,96.81,55.99,97.10
